FL6_cleaned1,FL6_cleaned2,FL7,FL9A,FL13_cleaned,FL15,FL17,FL19_cleaned,FL21B_cleaned1,FL21B_cleaned2,FL21B_cleaned3,FL21B_cleaned4,FL21B_cleaned5,FL21G_cleaned,FL21I,FL21K,FL21O_cleaned,FL22_cleaned1,FL22_cleaned2,FL22_cleaned3,FL22_cleaned4,FL22_cleaned5,FL23_cleaned1,FL23_cleaned2,FL23_cleaned3,FL23_cleaned4,FL23_cleaned5,FL23_cleaned6,FL24_cleaned1,FL24_cleaned2,FL24_cleaned3,FL24_cleaned4,FL24_cleaned5,FL25_cleaned1,FL25_cleaned2,FL25_cleaned3,FL25_cleaned4,FL25_cleaned5,FL26,FL26C,FL27_cleaned1,FL27_cleaned2,FL27_cleaned3,FL27_cleaned4,FL27_cleaned5,school,grade,studentAge,studentGender,elapsedTime,anon_id,export_datetime
Yes,No,14,12,0,,,,,,,,,12,Correct,Incorrect,,,,,,,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,12,Female,6:49:00,3eb7bd1d3c,2026-01-01 07:47:18
Yes,No,14,12,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 6,12,Female,1:45:00,5290dda9ae,2026-01-01 07:47:18
Yes,Yes,96,12,0,,,,,,,,,2,,,,,,,,,Correct,Correct,Correct,Incorrect,Incorrect,No response,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,,Female,10:48:00,870097d834,2026-01-01 07:47:18
No,No,12,98,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,Incorrect,Incorrect,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Female,2:01:00,5ed2f6e30d,2026-01-01 07:47:18
Yes,No,14,12,12,Correct,Correct,16,,,,,,15,Correct,Correct,52,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 7,11,Female,27:47:00,a183226dcb,2026-01-01 07:47:18
Yes,No,14,12,7,,,,,,,,,2,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 3,11,Male,10:39:00,3dbc656688,2026-01-01 07:47:18
Yes,Yes,14,14,4,,,,,,,,,6,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 3,8,Male,10:05:00,e4f016e9a1,2026-01-01 07:47:18
Yes,Yes,96,12,6,,,,,,,,,6,,,,,,,,,Correct,Correct,Correct,No response,Correct,No response,Correct,Correct,Correct,Correct,No response,Correct,Correct,Correct,No response,No response,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 3,12,Female,13:32:00,9df1c42705,2026-01-01 07:47:18
Yes,Yes,14,14,13,Correct,Correct,28,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 3,9,Male,11:45:00,729f736b90,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 3,7,Female,5:22:00,88fda3f2b8,2026-01-01 07:47:18
Yes,No,14,14,12,Correct,Correct,56,Correct,Incorrect,No response,No response,Incorrect,16,Correct,Correct,59,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 3,7,Male,18:25:00,940da7e451,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,No response,No response,No response,Correct,No response,No response,No response,No response,Correct,Correct,Correct,Incorrect,No response,Incorrect,No response,No response,Correct,No response,No response,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 3,-,Female,8:34:00,0857f74de1,2026-01-01 07:47:18
Yes,Yes,14,12,2,,,,,,,,,4,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 3,7,Male,9:59:00,cd35e140af,2026-01-01 07:47:18
No,Yes,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 3,8,Female,4:45:00,844249015e,2026-01-01 07:47:18
Yes,Yes,14,14,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 3,8,Female,3:32:00,76cc937424,2026-01-01 07:47:18
No,Yes,96,14,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 3,8,Female,3:04:00,636b5b67d6,2026-01-01 07:47:18
No,No,14,12,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 3,-,Female,2:49:00,a8678968f0,2026-01-01 07:47:18
Yes,No,14,12,14,Correct,Correct,51,Correct,Correct,Incorrect,No response,No response,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 8,13,Female,8:09:00,18394eb0db,2026-01-01 07:47:18
Yes,No,14,12,14,Correct,Correct,60,Correct,No response,No response,No response,No response,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 8,12,Male,9:14:00,acd4a2dade,2026-01-01 07:47:18
Yes,Yes,14,12,13,No response,,,,,,,,16,Correct,Correct,57,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 8,15,Male,8:55:00,8bc3cbaecc,2026-01-01 07:47:18
Yes,No,14,12,12,Correct,Correct,38,,,,,,16,Correct,Correct,59,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 8,12,Female,12:15:00,af7457332b,2026-01-01 07:47:18
Yes,No,14,13,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,No response,Correct,Correct,Correct,Correct,No response,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 8,15,Female,8:16:00,cdefcf5eaa,2026-01-01 07:47:18
Yes,No,14,12,14,Correct,Correct,61,Correct,Incorrect,No response,No response,No response,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Male,9:17:00,2b969b2b3e,2026-01-01 07:47:18
No,Yes,14,12,14,Incorrect,,,,,,,,7,,,,,,,,,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,-,Male,9:24:00,2ff43d6882,2026-01-01 07:47:18
No,No,14,14,0,,,,,,,,,0,,,,,,,,,Correct,Correct,No response,No response,No response,No response,Correct,Correct,Correct,Correct,No response,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Male,7:46:00,7274c0e0ae,2026-01-01 07:47:18
Yes,Yes,14,12,14,Correct,Correct,60,Correct,Correct,No response,Incorrect,No response,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 7,-,Male,11:52:00,2e96c11261,2026-01-01 07:47:18
No,Yes,14,14,0,,,,,,,,,0,,,,,,,,,Correct,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 5,9,Female,2:49:00,94213448ea,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 5,10,Female,2:41:00,050c9aa324,2026-01-01 07:47:18
No,No,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,No response,No response,No response,Correct,No response,No response,No response,No response,No response,No response,No response,No response,No response,Correct,No response,Incorrect,No response,No response,No response,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 5,9,Female,6:44:00,e29d960aa3,2026-01-01 07:47:18
Yes,No,14,14,1,,,,,,,,,15,Incorrect,,,,,,,,Correct,Correct,Incorrect,Correct,No response,No response,Incorrect,Incorrect,No response,No response,No response,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Female,7:39:00,7a253681c3,2026-01-01 07:47:18
Yes,No,14,12,14,Correct,Correct,59,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 6,,Male,8:48:00,346982374c,2026-01-01 07:47:18
Yes,No,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 6,12,Female,3:25:00,2c28bf13b9,2026-01-01 07:47:18
Yes,Yes,14,12,14,Correct,Correct,59,Correct,Correct,Correct,Incorrect,No response,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 7,14,Female,7:44:00,f93a43c6b0,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 4,11,Female,1:40:00,483708fe57,2026-01-01 07:47:18
Yes,Yes,14,12,8,,,,,,,,,13,Incorrect,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Female,9:38:00,8abfe339b1,2026-01-01 07:47:18
Yes,No,96,96,0,,,,,,,,,13,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Female,8:08:00,70f97ecd5d,2026-01-01 07:47:18
No,No,14,12,0,,,,,,,,,8,,,,,,,,,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,10,Female,7:06:00,70b8e6e967,2026-01-01 07:47:18
Yes,No,14,12,,,,,,,,,,16,Correct,Correct,15,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,No response,Correct,Correct,Correct,Correct,Correct,Correct,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 4,9,Male,12:40:00,a7ec9a9d50,2026-01-01 07:47:18
Yes,Yes,14,14,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 4,9,Male,5:10:00,f41136ab5d,2026-01-01 07:47:18
Yes,Yes,14,12,12,,,,,,,,,13,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 5,9,Female,7:02:00,412c0280af,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 5,9,Male,10:08:00,06fe6f49a0,2026-01-01 07:47:18
Yes,Yes,14,14,14,Correct,No response,,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 5,10,Female,9:04:00,bd092c9612,2026-01-01 07:47:18
Yes,Yes,14,12,14,Incorrect,,,,,,,,16,Correct,Incorrect,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 5,,Male,5:35:00,b140000ae4,2026-01-01 07:47:18
Yes,No,14,12,14,Incorrect,,,,,,,,11,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 5,,Female,6:34:00,89778c25e2,2026-01-01 07:47:18
Yes,Yes,96,12,11,,,,,,,,,15,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 5,9,Male,9:16:00,fe9998476e,2026-01-01 07:47:18
Yes,Yes,96,96,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 5,11,Female,7:23:00,054405a1b9,2026-01-01 07:47:18
Yes,Yes,96,96,2,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,No response,Correct,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 5,10,Male,6:15:00,316eafeeb0,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,No response,Correct,Correct,No response,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 5,,Male,6:14:00,de4174b95f,2026-01-01 07:47:18
Yes,Yes,14,12,14,Correct,Correct,56,Correct,Correct,No response,No response,No response,16,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 8,13,Female,5:44:00,b5cbf22ede,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,No response,No response,No response,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 8,14,Male,6:06:00,fa73e0afc7,2026-01-01 07:47:18
Yes,No,14,11,14,Correct,Correct,58,No response,No response,No response,No response,No response,16,Correct,Correct,60,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 8,18,Male,8:21:00,0a9d35f156,2026-01-01 07:47:18
Yes,Yes,14,12,14,Correct,Correct,60,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 8,14,Female,5:47:00,23349e473a,2026-01-01 07:47:18
No,No,14,14,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,No response,No response,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 8,12,Female,4:42:00,97892c57ae,2026-01-01 07:47:18
Yes,No,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 8,15,Female,4:38:00,e1f7407ee5,2026-01-01 07:47:18
Yes,Yes,14,12,14,Incorrect,,,,,,,,16,Correct,Incorrect,,,,,,,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Male,6:14:00,f7d7c2adc6,2026-01-01 07:47:18
Yes,Yes,14,12,14,Correct,Incorrect,,,,,,,16,Correct,Correct,60,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,,Male,6:36:00,6b0173eb68,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Incorrect,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Male,5:55:00,603e7dcc96,2026-01-01 07:47:18
Yes,No,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Incorrect,Incorrect,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,12,Male,6:07:00,47b7df516c,2026-01-01 07:47:18
Yes,Yes,12,11,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Incorrect,No response,No response,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,No response,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 5,10,Male,5:26:00,fab1be44a3,2026-01-01 07:47:18
Yes,No,14,14,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 5,9,Female,3:52:00,b89941710d,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,No response,No response,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,No response,Incorrect,Incorrect,Incorrect,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 5,,Male,4:24:00,e1af09143b,2026-01-01 07:47:18
Yes,Yes,12,12,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 5,10,Female,2:32:00,c3651a97c9,2026-01-01 07:47:18
No,No,14,12,14,Incorrect,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Incorrect,No response,No response,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 4,8,Male,6:04:00,d6af5985af,2026-01-01 07:47:18
Yes,Yes,14,96,0,,,,,,,,,0,,,,,,,,,Incorrect,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 4,8,Male,2:46:00,ee00e15e88,2026-01-01 07:47:18
Yes,Yes,14,12,14,Correct,Correct,42,,,,,,16,Correct,Correct,58,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Female,8:00:00,4d4c9dec3c,2026-01-01 07:47:18
Yes,No,14,12,12,,,,,,,,,16,Correct,Correct,59,Incorrect,Correct,Incorrect,Correct,No response,Correct,Correct,Correct,No response,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,12,Female,6:59:00,83cbe2c7d9,2026-01-01 07:47:18
Yes,Yes,14,12,14,Correct,Correct,57,No response,Incorrect,Incorrect,Incorrect,Incorrect,16,Correct,Correct,59,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Female,8:20:00,55206cc004,2026-01-01 07:47:18
Yes,No,14,12,8,,,,,,,,,1,,,,,,,,,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Female,5:15:00,cf90dcc44b,2026-01-01 07:47:18
Yes,Yes,14,14,14,Correct,Correct,5,,,,,,16,Correct,Correct,61,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,No response,Incorrect,Incorrect,No response,Incorrect,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 7,11,Female,8:15:00,3c1cffabaa,2026-01-01 07:47:18
No,No,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,No response,No response,No response,Correct,No response,No response,No response,No response,Correct,Incorrect,Incorrect,Correct,No response,Correct,No response,Incorrect,No response,No response,No response,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 5,9,Female,4:45:00,e29d960aa3,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Incorrect,Correct,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 4,13,Male,2:36:00,3c21b0e4c3,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,No response,No response,No response,No response,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,No response,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Ma vi Basabitti janakpurdham - 22,Grade 3,11,Female,15:54:00,3866016a94,2026-01-01 07:47:18
